6.8878223,-2.9700788
6.7631262,-2.8134899
6.6346989,-2.6601349
6.5025753,-2.5099393
6.3668715,-2.3629419
6.2277226,-2.2192115
6.0852183,-2.0787738
5.9396060,-1.9418108
5.7906254,-1.8080415
5.6388437,-1.6779401
5.4840186,-1.5512652
5.3262307,-1.4280749
5.1660877,-1.3088129
5.0027661,-1.1928607
4.8370501,-1.0807827
4.6692879,-0.9727746
4.4983344,-0.8681059
4.3254771,-0.7675702
4.1507618,-0.6711453
3.9732132,-0.5782912
3.7940132,-0.4896238
3.6130735,-0.4050619
3.4299506,-0.3243945
3.2452694,-0.2479044
3.0589218,-0.1755534
2.8709514,-0.1073877
2.6816638,-0.0435584
2.4907153,0.0159854
2.2983987,0.0710687
2.1053257,0.1214496
1.9104971,0.1672949
1.7146417,0.2083247
1.5184952,0.2443297
1.3204370,0.2755235
1.1224659,0.3015256
0.9238267,0.3224147
0.7235093,0.3382586
0.5248471,0.3488714
0.3243213,0.3544753
0.1247210,0.3549666
-0.0752792,0.3503416
-0.2753185,0.3405714
-0.4743921,0.3257275
-0.6740844,0.3056945
-0.8718671,0.2807588
-1.0704820,0.2506032
-1.2666335,0.2157676
-1.4633352,0.1757654
-1.6577107,0.1312087
-1.8520236,0.0816184
-2.0441822,0.0275376
-2.2356933,-0.0314506
-2.4251315,-0.0949327
-2.6133731,-0.1632388
-2.7995607,-0.2361308
-2.9839782,-0.3138100
-3.1663021,-0.3962756
-3.3462132,-0.4835474
-3.5238958,-0.5759385
-3.6984267,-0.6732387
-3.8704067,-0.7761342
-4.0383810,-0.8841839
-4.2031271,-0.9984307
-4.3628747,-1.1183219
-4.5181031,-1.2450578
-4.6671054,-1.3783374
-4.8093144,-1.5189974
-4.9435378,-1.6676879
-5.0672918,-1.8238399
-5.1801910,-1.9900528
-5.2776065,-2.1631704
-5.3589186,-2.3471195
-5.4192527,-2.5377411
-5.4559290,-2.7333211
-5.4666081,-2.9353529
-5.4495432,-3.1355794
-5.4067389,-3.3282769
-5.3424652,-3.5164013
-5.2768488,-3.7052591
-5.2508976,-3.8984211
-5.2362309,-4.0972320
-5.2006443,-4.2938319
-5.1344317,-4.4852309
-5.0367342,-4.6615293
-4.9106444,-4.8161503
-4.7596773,-4.9469032
-4.5893419,-5.0517210
-4.4060537,-5.1305805
-4.2141993,-5.1858466
-4.0166457,-5.2201728
-3.8177267,-5.2358094
-3.6176320,-5.2350706
-3.4179035,-5.2197475
-3.2200164,-5.1915642
-3.0238104,-5.1518054
-2.8301819,-5.1017462
-2.6389094,-5.0423210
-2.4508661,-4.9748505
-2.2651296,-4.9000696
-2.0822215,-4.8192561
-1.9019989,-4.7335041
-1.7234524,-4.6437322
-1.5465998,-4.5520858
-1.3681789,-4.4600527
-1.1908246,-4.3731991
-1.0066788,-4.2937571
-0.8181144,-4.2304674
-0.6218989,-4.1918602
-0.4220231,-4.1897340
-0.2290269,-4.2358636
-0.0559678,-4.3344877
0.0768616,-4.4822152
0.1600517,-4.6623705
0.1951892,-4.8642295
0.1808203,-5.0671389
0.1316071,-5.2601121
0.0530332,-5.4534362
-0.0400701,-5.6246732
-0.1480871,-5.7950517
-0.2555704,-5.9551032
-0.3650098,-6.1214113
-0.4704091,-6.2903193
-0.5705336,-6.4619442
-0.6653426,-6.6376697
-0.7542540,-6.8180136
-0.8353017,-7.0000182
-0.9090645,-7.1852722
-0.9759562,-7.3748933
-1.0350660,-7.5657689
-1.0869522,-7.7587885
-1.1318711,-7.9547077
-1.1692259,-8.1507830
-1.1993465,-8.3489723
-1.2218213,-8.5477636
-1.2364863,-8.7477946
-1.2429883,-8.9474284
-1.2410709,-9.1480657
-1.2304231,-9.3483032
-1.2110676,-9.5457836
-1.1822107,-9.7455456
-1.1443960,-9.9422049
-1.0978916,-10.1354186
-1.0423272,-10.3273695
-0.9781083,-10.5172457
-0.9062657,-10.7033412
-0.8271707,-10.8861362
-0.7410355,-11.0659949
-0.6479140,-11.2430865
-0.5482146,-11.4167124
-0.4429043,-11.5855265
-0.3313086,-11.7511287
-0.2137318,-11.9137950
-0.0916966,-12.0727599
0.0332551,-12.2280739
0.1612202,-12.3823978
0.2900959,-12.5358848
0.4181093,-12.6891586
0.5449529,-12.8443406
0.6688894,-13.0013969
0.7894751,-13.1613476
0.9056468,-13.3241930
1.0170605,-13.4906587
1.1232879,-13.6608630
1.2232566,-13.8332147
1.3184117,-14.0100120
1.4080986,-14.1895333
1.4922238,-14.3702396
1.5718481,-14.5523643
1.6488016,-14.7377611
1.7227219,-14.9232057
1.7943271,-15.1090204
1.8637332,-15.2959253
1.9304413,-15.4848455
1.9929434,-15.6746247
2.0501918,-15.8648661
2.1022801,-16.0581437
2.1487623,-16.2545745
2.1883650,-16.4485808
2.2225817,-16.6462549
2.2511406,-16.8446517
2.2744074,-17.0425978
2.2933417,-17.2434743
